"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"899","gRNA",0.000514083341461536,-2.92083098608008,0.558,0.708,0.00706358227240818,"gRNA"
"900","Stox1",1.63356880309525e-06,-2.94512382776054,0.076,0.333,4.11822414095286e-05,"Stox1"
"901","Efna5",0.00140761844029098,-2.9516945218958,0.081,0.25,0.0159948698952226,"Efna5"
"902","Nr3c2",5.62145129598288e-05,-2.9528820429297,0.058,0.25,0.00102921746415327,"Nr3c2"
"903","Lat",1.41373870012889e-06,-2.96096745617136,0.043,0.25,3.60749664473656e-05,"Lat"
"904","Plekhg1",0.000462291291363432,-2.96122793549022,0.192,0.417,0.00644217048873815,"Plekhg1"
"905","Adgrl3",0.000360320658690354,-2.96213599569052,0.068,0.25,0.00517413400768393,"Adgrl3"
"906","Ptprd",0.000600266665515248,-2.96942870369484,0.072,0.25,0.00805875879908509,"Ptprd"
"907","Ccdc189",3.36169977166204e-05,-2.9765023149806,0.054,0.25,0.000650446718038758,"Ccdc189"
"908","Fgfrl1",0.00494716436350132,-2.97945903633077,0.028,0.125,0.0431316169239309,"Fgfrl1"
"909","Azin2",0.00457746176931235,-2.98770906049865,0.069,0.208,0.0404623310411093,"Azin2"
"910","Dnase1l1",0.00310068327809094,-2.99343248274734,0.026,0.125,0.0296060677797901,"Dnase1l1"
"911","Zfp869",0.000655100711241392,-2.99924240332081,0.075,0.25,0.00861333942329683,"Zfp869"
"912","Prex2",0.00228631970585753,-3.01798132599017,0.407,0.625,0.0237838954060335,"Prex2"
"913","Serpinb1a",0.00235891943289126,-3.02736000216368,0.042,0.167,0.0239771637290481,"Serpinb1a"
"914","Ddhd1",2.73529271167747e-05,-3.04166353830064,0.115,0.375,0.000538492370268009,"Ddhd1"
"915","Hist1h3a",0.000696314557727605,-3.0424314294175,0.157,0.375,0.00887021048106585,"Hist1h3a"
"916","Hotairm1",0.000276692244998758,-3.04986306131869,0.049,0.208,0.00411473074222969,"Hotairm1"
"917","Abhd3",0.00444862120735395,-3.0540562582593,0.028,0.125,0.0394902756509777,"Abhd3"
"918","Cd47",4.66438028198267e-05,-3.0630978728199,0.055,0.25,0.000865895792017747,"Cd47"
"919","Col6a4",2.06584839760017e-05,-3.06949553664328,0.038,0.208,0.000416783491455229,"Col6a4"
"920","Ppp1r14c",0.000698205886759869,-3.06982817230972,0.036,0.167,0.00887021048106585,"Ppp1r14c"
"921","Glrx",2.12258636836321e-07,-3.0702280031565,0.16,0.5,5.93311498805649e-06,"Glrx"
"922","Zfp772",0.00040357138538108,-3.07941770591769,0.034,0.167,0.00573337544294537,"Zfp772"
"923","Gadd45b",1.33466080714185e-07,-3.08759242895433,0.197,0.583,3.77389514328315e-06,"Gadd45b"
"924","Flt4",0.0044056368264397,-3.09439909720474,0.028,0.125,0.0392439569256217,"Flt4"
"925","Jun",4.10761284894158e-05,-3.12779576647183,0.093,0.333,0.000773318835455622,"Jun"
"926","Gm10482",0.00302519534913632,-3.13442983088603,0.067,0.208,0.0289797490378023,"Gm10482"
"927","Zfp809",6.12772112495258e-08,-3.14373573775123,0.362,0.708,1.77027083465839e-06,"Zfp809"
"928","F630040K05Rik",0.00165827836321162,-3.15839634120845,0.024,0.125,0.01845653737535,"F630040K05Rik"
"929","9130604C24Rik",0.000993745925445001,-3.16387154266048,0.022,0.125,0.0119111264893559,"9130604C24Rik"
"930","Rnf182",0.00444862120735395,-3.16859549692645,0.028,0.125,0.0394902756509777,"Rnf182"
"931","Gm38825",1.2773680814415e-07,-3.17752963120429,0.354,0.75,3.62589346683597e-06,"Gm38825"
"932","Rxra",2.58937961870355e-08,-3.18038406719767,0.095,0.417,7.80383606484588e-07,"Rxra"
"933","Aldh1a2",0.00277955095455492,-3.19313397719368,0.026,0.125,0.027135013872395,"Aldh1a2"
"934","5730522E02Rik",0.00187253594733783,-3.19349122942061,0.257,0.458,0.0204679358363113,"5730522E02Rik"
"935","Igfbp3",2.12578904906824e-08,-3.20025715181144,0.078,0.375,6.43314714911209e-07,"Igfbp3"
"936","Gm8251",2.28052229752224e-05,-3.20335982436621,0.025,0.167,0.000455977205836656,"Gm8251"
"937","App",4.80359713835019e-06,-3.20770814217526,0.062,0.292,0.000115341454566254,"App"
"938","Eepd1",0.00183203909141011,-3.20942487869439,0.04,0.167,0.0200852369550029,"Eepd1"
"939","Cwc22",9.44105585459447e-05,-3.22869792041742,0.566,0.75,0.00164622791788387,"Cwc22"
"940","8030456M14Rik",0.000299809978039309,-3.24579565211165,0.032,0.167,0.00440011698230638,"8030456M14Rik"
"941","Socs1",0.00063970811334643,-3.24999968618123,0.054,0.208,0.0084565024694812,"Socs1"
"942","Gpc5",1.30462835073424e-05,-3.25404981326618,0.024,0.167,0.000272984163617207,"Gpc5"
"943","Trim12c",0.00326846552088647,-3.25486980173379,0.026,0.125,0.0309658567169626,"Trim12c"
"944","8030474K03Rik",1.38790701955881e-05,-3.26050086454646,0.037,0.208,0.000289582252357235,"8030474K03Rik"
"945","Sox21",0.000898467922386054,-3.26693977411945,0.056,0.208,0.0109210453603224,"Sox21"
"946","Sycp1",2.0456483812849e-05,-3.27105252854767,0.053,0.25,0.000413848229843645,"Sycp1"
"947","Hist1h3g",1.66299475769893e-08,-3.2761196412405,0.059,0.333,5.92893405485101e-07,"Hist1h3g"
"948","Tmc4",4.11356114830716e-11,-3.28166275874819,0.083,0.458,1.81479910057997e-09,"Tmc4"
"949","Abca13",0.0004618663142847,-3.28570878590367,0.02,0.125,0.00644217048873815,"Abca13"
"950","Hmgn3",1.42757434995803e-10,-3.30012619036246,0.137,0.542,6.14990632465745e-09,"Hmgn3"
"951","Defa30",0.00102781868580911,-3.31415946320956,0.022,0.125,0.0122593324845652,"Defa30"
"952","Gm45609",0.00157580681259051,-3.3201419669823,0.024,0.125,0.0177000325030776,"Gm45609"
"953","Tuft1",0.00223516214190489,-3.33214021372534,0.025,0.125,0.0236697373683827,"Tuft1"
"954","Synpo2",6.99674165116012e-06,-3.35284041658039,0.035,0.208,0.000152049369383594,"Synpo2"
"955","Dennd4c",2.96311204119572e-12,-3.36044740028687,0.232,0.75,1.35204679337675e-10,"Dennd4c"
"956","Glrx2",2.9854229474815e-08,-3.36102554265598,0.792,0.875,8.88770120157754e-07,"Glrx2"
"957","Gm37245",0.003646903847019,-3.36261476630924,0.013,0.083,0.0338619525488022,"Gm37245"
"958","Amn",0.000237191502289187,-3.36557662478263,0.019,0.125,0.00359642229195623,"Amn"
"959","Cadps2",0.00463782118648761,-3.37226098662847,0.013,0.083,0.0408971504626635,"Cadps2"
"960","Spon1",0.00234826233774599,-3.37512142777206,0.026,0.125,0.0238854155978928,"Spon1"
"961","Gm15537",0.00479761574924317,-3.37604736287142,0.013,0.083,0.0421034618808656,"Gm15537"
"962","H2-K1",0.000653712619350487,-3.37814570160424,0.094,0.292,0.00860281108322244,"H2-K1"
"963","Gm43403",0.000325163782570874,-3.39007032312982,0.019,0.125,0.00472763649145801,"Gm43403"
"964","Cdk14",0.00409506527620016,-3.39116740082968,0.028,0.125,0.0371856299445157,"Cdk14"
"965","Rsph4a",0.000997319415060121,-3.3937823291086,0.022,0.125,0.0119441843600863,"Rsph4a"
"966","March3",1.73831651355262e-06,-3.39569567159851,0.1,0.375,4.37476322577409e-05,"March3"
"967","1700054A03Rik",0.00035773123095126,-3.40733845414651,0.033,0.167,0.00515717454699125,"1700054A03Rik"
"968","Gm48604",0.00459605034854168,-3.40797577355175,0.028,0.125,0.0406021408052413,"Gm48604"
"969","Fbxo15",2.79007391756196e-12,-3.41263400518532,0.856,0.958,1.27706914595406e-10,"Fbxo15"
"970","Dusp18",5.60431580160003e-05,-3.41700001208068,0.028,0.167,0.0010286517988225,"Dusp18"
"971","Nlrc5",0.00601551253180048,-3.42357185001133,0.014,0.083,0.0491680870833045,"Nlrc5"
"972","Layn",0.00589959168617453,-3.43223050428519,0.014,0.083,0.0484912005765423,"Layn"
"973","Gm16124",1.13071750938347e-09,-3.44255170331503,0.039,0.292,4.48824372898093e-08,"Gm16124"
"974","Gm15247",0.00436302922289406,-3.45644837088495,0.028,0.125,0.038942893983991,"Gm15247"
"975","Gxylt2",4.23020361110002e-05,-3.46297520289949,0.015,0.125,0.00079537602428475,"Gxylt2"
"976","AU015836",0.00104205319589812,-3.46421973611902,0.038,0.167,0.0124190017577866,"AU015836"
"977","Trpc1",0.000170841518636198,-3.4670608923614,0.018,0.125,0.00266203800368552,"Trpc1"
"978","Tmem116",0.00292060163125308,-3.47493364415458,0.044,0.167,0.0281991114653684,"Tmem116"
"979","Ric3",0.000163141364927483,-3.4896782294873,0.169,0.417,0.00255291834625304,"Ric3"
"980","Thnsl2",7.42561916161949e-05,-3.49062664581568,0.028,0.167,0.00132315138516108,"Thnsl2"
"981","Mblac1",0.000514738783861195,-3.49635202971422,0.021,0.125,0.00706595966936731,"Mblac1"
"982","S100a13",7.98308225561194e-07,-3.49885697524478,0.044,0.25,2.09173892304022e-05,"S100a13"
"983","Zfp516",0.000113428576605727,-3.50210773347646,0.209,0.458,0.00194998633984047,"Zfp516"
"984","Ghr",0.0036127249036365,-3.51617243029166,0.027,0.125,0.0336827381690413,"Ghr"
"985","Hist2h3c2",0.000521554649527968,-3.54213935357236,0.021,0.125,0.00713944948751041,"Hist2h3c2"
"986","Dnajb14",0.000150915245631644,-3.54229197797952,0.133,0.375,0.00238968173272075,"Dnajb14"
"987","Megf6",0.0047331098663535,-3.54941519758748,0.013,0.083,0.0416121609918846,"Megf6"
"988","Prdm9",0.00244992374846757,-3.54944039971135,0.026,0.125,0.0244942205759758,"Prdm9"
"989","Nat8f1",6.29842993538478e-05,-3.5528179030127,0.016,0.125,0.00114174632751957,"Nat8f1"
"990","Gm43672",3.86113888483122e-09,-3.57579127081786,0.042,0.292,1.48360686980239e-07,"Gm43672"
"991","Zfpm1",2.432482708881e-06,-3.58356340481817,0.021,0.167,5.98799567008066e-05,"Zfpm1"
"992","Mafa",0.000738714925952595,-3.58723885634527,0.022,0.125,0.00920816426292641,"Mafa"
"993","0610005C13Rik",1.87458481191031e-09,-3.61287686518417,0.071,0.375,7.28303547481443e-08,"0610005C13Rik"
"994","Fank1",0.00433260588451775,-3.61855453653384,0.013,0.083,0.038694925847885,"Fank1"
"995","Med12l",3.01108978257733e-05,-3.61879125625835,0.026,0.167,0.000588045760605469,"Med12l"
"996","Slc27a2",0.00116959813158082,-3.61967625100855,0.313,0.542,0.0137158557512124,"Slc27a2"
"997","Grid2",9.29100916720167e-05,-3.62152009227596,0.029,0.167,0.00162393092210027,"Grid2"
"998","Arhgap27os2",3.04330782106385e-07,-3.62300149954976,0.028,0.208,8.34744001032251e-06,"Arhgap27os2"
"999","Crct1",5.36389343372019e-09,-3.62946099179209,0.044,0.292,1.98060086019641e-07,"Crct1"
"1000","Nek10",0.000183561656876689,-3.64334663338495,0.031,0.167,0.00284510855901891,"Nek10"
"1001","Pcdh19",0.00185660869988997,-3.64411144594749,0.012,0.083,0.0203393774325268,"Pcdh19"
"1002","Zfp385b",7.69161623806545e-07,-3.64689543075503,0.019,0.167,2.01898034119972e-05,"Zfp385b"
"1003","Amot",0.00203872139430897,-3.65897676357983,0.025,0.125,0.0219084022468404,"Amot"
"1004","Ryr3",0.000210287203441876,-3.66528733360566,0.115,0.333,0.00322859189603056,"Ryr3"
"1005","Ppef1",0.00179895098965938,-3.6799943526188,0.012,0.083,0.0197817080672229,"Ppef1"
"1006","Iqck",5.04373270534814e-08,-3.68427506356534,0.025,0.208,1.47162456046283e-06,"Iqck"
"1007","BC037704",0.00360345639619941,-3.69164669483927,0.028,0.125,0.0336606032111816,"BC037704"
"1008","Pemt",6.11812369926421e-06,-3.71861233897149,0.081,0.333,0.00014206861776962,"Pemt"
"1009","Tcta",0.000442100572274992,-3.73750904882533,0.021,0.125,0.00621444057784242,"Tcta"
"1010","Trpc6",0.000111403451215105,-3.74174009835374,0.017,0.125,0.00191967805876194,"Trpc6"
"1011","Mir670hg",2.56496455531763e-05,-3.74567463083023,0.015,0.125,0.000507004532277157,"Mir670hg"
"1012","H2-Q4",0.00433260588451775,-3.75954682015001,0.013,0.083,0.038694925847885,"H2-Q4"
"1013","Tmem86a",0.000240152088672119,-3.78885425874523,0.019,0.125,0.00363378888716997,"Tmem86a"
"1014","Tfcp2",2.17991276805553e-08,-3.79404265710774,0.144,0.5,6.58333655952769e-07,"Tfcp2"
"1015","Cdhr4",0.00430310856901414,-3.79513128744104,0.013,0.083,0.0385490099145872,"Cdhr4"
"1016","Esx1",0.00175679278679286,-3.79821778767834,0.012,0.083,0.0193763132139721,"Esx1"
"1017","9330104G04Rik",0.0023619533732852,-3.81623009762442,0.012,0.083,0.0239913530225439,"9330104G04Rik"
"1018","Kcnab2",0.00239780740032785,-3.83065654638286,0.012,0.083,0.024137927829967,"Kcnab2"
"1019","Rab26os",0.000955444623685423,-3.83187231250761,0.079,0.25,0.0115465325108254,"Rab26os"
"1020","Slc7a8",0.00433260588451775,-3.83481782089876,0.013,0.083,0.038694925847885,"Slc7a8"
"1021","4921507P07Rik",3.53308937779979e-05,-3.8362486233211,0.027,0.167,0.000679122836176293,"4921507P07Rik"
"1022","Isoc2b",0.00067244659493352,-3.84275724277252,0.022,0.125,0.00876723464009502,"Isoc2b"
"1023","A2m",1.99149601291693e-05,-3.85239930837666,0.025,0.167,0.000404008893368343,"A2m"
"1024","Tspan12",0.000831123509489806,-3.86737258401359,0.01,0.083,0.0102040788294193,"Tspan12"
"1025","AA986860",0.000430489322774742,-3.87697765563751,0.021,0.125,0.00607454442262202,"AA986860"
"1026","Gm28981",0.00118618642261474,-3.88356017789351,0.011,0.083,0.0138438824956478,"Gm28981"
"1027","Hpn",0.00489028679734446,-3.88833156178491,0.028,0.125,0.0427374884968403,"Hpn"
"1028","Rprml",0.000315261115560851,-3.90943579831453,0.009,0.083,0.00460381810530388,"Rprml"
"1029","Ano4",0.000205131379551968,-3.9118975610856,0.019,0.125,0.00315936836624361,"Ano4"
"1030","Rcsd1",2.37145447723033e-07,-3.91194870510437,0.018,0.167,6.59102347779747e-06,"Rcsd1"
"1031","Il6ra",3.23002887849682e-07,-3.91883163245593,0.01,0.125,8.77740871676122e-06,"Il6ra"
"1032","Rbakdn",0.00237981857157722,-3.92835726604726,0.012,0.083,0.0240228825760796,"Rbakdn"
"1033","Itgb3",0.000816573758423906,-3.93691634136165,0.01,0.083,0.0100422803019605,"Itgb3"
"1034","Pdgfrl",7.05221502104006e-12,-3.94955774027641,0.194,0.667,3.15883160284935e-10,"Pdgfrl"
"1035","Themis2",0.000788180620896581,-3.95318595943107,0.01,0.083,0.00973396421102211,"Themis2"
"1036","Gm20625",3.50963109364261e-05,-3.95332171097772,0.097,0.333,0.000675500218509637,"Gm20625"
"1037","Nrp1",0.00412991664519632,-3.95393837087736,0.013,0.083,0.0373392794954665,"Nrp1"
"1038","1700052K11Rik",9.470259534004e-09,-3.9758149625938,0.045,0.292,3.43343790580585e-07,"1700052K11Rik"
"1039","Pmaip1",1.34984017179181e-19,-3.98052204401003,0.094,0.625,9.50534086357433e-18,"Pmaip1"
"1040","Brinp1",0.000100617716680315,-3.99122131339198,0.029,0.167,0.00174821790773022,"Brinp1"
"1041","1700001K19Rik",0.00337228087681996,-4.01049830574306,0.013,0.083,0.0318464203757459,"1700001K19Rik"
"1042","Tspan18",0.000774330259769784,-4.03089330384965,0.01,0.083,0.00957906698889191,"Tspan18"
"1043","Rnf217",0.00415833543853276,-4.03644078996158,0.013,0.083,0.0375275041085578,"Rnf217"
"1044","Cybrd1",0.00217338174893286,-4.03762722716426,0.012,0.083,0.0231012499830331,"Cybrd1"
"1045","Ddr2",3.34635385425695e-07,-4.05443042105123,0.029,0.208,9.07667498209289e-06,"Ddr2"
"1046","Tbc1d12",6.50915276767376e-10,-4.05865122930802,0.141,0.542,2.64098505784259e-08,"Tbc1d12"
"1047","Abcb4",4.73520306066638e-05,-4.05951157783866,0.016,0.125,0.000877930623159246,"Abcb4"
"1048","CN725425",1.14454765936108e-17,-4.06441270098442,0.027,0.333,7.94511353870221e-16,"CN725425"
"1049","Gm4107",0.001635708108964,-4.06954494545061,0.012,0.083,0.0182608358780455,"Gm4107"
"1050","Cidea",1.80723121210037e-06,-4.07056871966238,0.021,0.167,4.52487445532207e-05,"Cidea"
"1051","Snai2",0.001635708108964,-4.07355680569489,0.012,0.083,0.0182608358780455,"Snai2"
"1052","Magee2",0.00075397784632128,-4.07434918279261,0.01,0.083,0.00936684776511262,"Magee2"
"1053","4931423N10Rik",2.73656871842402e-06,-4.08299837463745,0.012,0.125,6.70276287939075e-05,"4931423N10Rik"
"1054","Lepr",7.99828233097674e-06,-4.08801343054178,0.013,0.125,0.000172534375996784,"Lepr"
"1055","Gm20611",0.0030720768375767,-4.09002087683634,0.013,0.083,0.0293712202610874,"Gm20611"
"1056","Nelfa",2.9514474275584e-07,-4.0927926045078,0.567,0.792,8.11066612972754e-06,"Nelfa"
"1057","Fam50b",2.02488050522999e-05,-4.09978669191235,0.015,0.125,0.000410213343846524,"Fam50b"
"1058","Gm26954",0.000309020147237722,-4.10431072926545,0.009,0.083,0.00453074884543635,"Gm26954"
"1059","Ikbke",0.00538480980435801,-4.1063948258902,0.014,0.083,0.046041546100755,"Ikbke"
"1060","Gprc5c",0.00116648589237845,-4.11977700366652,0.011,0.083,0.0136903196039,"Gprc5c"
"1061","Gm40663",4.24990299616244e-05,-4.12904282843308,0.007,0.083,0.000798055502369119,"Gm40663"
"1062","Sct",3.97181293625614e-07,-4.14137986986566,0.019,0.167,1.07334214164841e-05,"Sct"
"1063","Rassf4",0.000485893420379559,-4.15027256023488,0.01,0.083,0.00673947057604109,"Rassf4"
"1064","Galnt13",1.01124027881775e-09,-4.1516163656768,0.021,0.208,4.03586821903096e-08,"Galnt13"
"1065","Trim9",0.00575496865509528,-4.1624757321289,0.004,0.042,0.0475962879114515,"Trim9"
"1066","Cps1",0.00158439868187794,-4.17964367986528,0.012,0.083,0.0177829022938439,"Cps1"
"1067","P4ha2",2.71521526588636e-25,-4.19708292065551,0.074,0.625,2.19722419886396e-23,"P4ha2"
"1068","Lonp2",1.54679365810966e-10,-4.21151244910703,0.414,0.833,6.54794413593414e-09,"Lonp2"
"1069","Dach1",0.000279513390865342,-4.2293448402524,0.009,0.083,0.00414375772874965,"Dach1"
"1070","Gm41409",5.5331444371727e-11,-4.23732831123935,0.143,0.583,2.42646606500804e-09,"Gm41409"
"1071","Gm4285",3.30240846450715e-10,-4.2398847240157,0.028,0.25,1.35491251483575e-08,"Gm4285"
"1072","Itpr2",0.000288075912727911,-4.24195508045447,0.009,0.083,0.00424919223940152,"Itpr2"
"1073","Antxr1",6.26549988722368e-12,-4.25984629303946,0.053,0.375,2.83243138420263e-10,"Antxr1"
"1074","Rhbg",0.00164877220543447,-4.26871951457539,0.012,0.083,0.018364689348288,"Rhbg"
"1075","Dpf3",1.03195742484157e-15,-4.28325964510268,0.024,0.292,5.1941857050359e-14,"Dpf3"
"1076","Crxos",2.13060479587102e-10,-4.28340500920174,0.037,0.292,8.81552780935675e-09,"Crxos"
"1077","Eno2",0.000166574098657028,-4.28364829530253,0.008,0.083,0.002601077636492,"Eno2"
"1078","Zfp560",9.03929523984087e-09,-4.29286849415097,0.36,0.75,3.29349645218779e-07,"Zfp560"
"1079","Ercc4",6.49616614909864e-09,-4.30618638264462,0.208,0.625,2.38469537809142e-07,"Ercc4"
"1080","Pla2g4f",0.000285194802687054,-4.31893641367173,0.009,0.083,0.00421944270197705,"Pla2g4f"
"1081","Col25a1",0.000166574098657028,-4.32021072836032,0.008,0.083,0.002601077636492,"Col25a1"
"1082","Bicc1",9.45088686722396e-08,-4.3268808848784,0.068,0.333,2.71715461482343e-06,"Bicc1"
"1083","Krt8",0.00176476827434882,-4.33717091630144,0.107,0.292,0.0194496319897571,"Krt8"
"1084","Slc6a13",1.22394841065422e-05,-4.36090346675967,0.014,0.125,0.000257204768591856,"Slc6a13"
"1085","Trim43b",0.000276712622454854,-4.36553613830544,0.009,0.083,0.00411473074222969,"Trim43b"
"1086","Zc3h12b",0.00130605262249769,-4.37517767164838,0.083,0.25,0.0150161522406554,"Zc3h12b"
"1087","Limch1",2.3465134872145e-12,-4.37616109048466,0.04,0.333,1.07741012687244e-10,"Limch1"
"1088","Cfap100",8.62320745381547e-05,-4.38543921434609,0.008,0.083,0.00151262418653934,"Cfap100"
"1089","Gm46560",1.74568855199821e-06,-4.40438119071916,0.005,0.083,4.38578048389671e-05,"Gm46560"
"1090","Acss3",0.000273938171009714,-4.40449271884933,0.009,0.083,0.00409008398652323,"Acss3"
"1091","Trmt9b",1.61057369367311e-09,-4.40653622478594,0.021,0.208,6.30750612064973e-08,"Trmt9b"
"1092","C130073F10Rik",8.4226734456306e-06,-4.40726744885165,0.024,0.167,0.000180625033613692,"C130073F10Rik"
"1093","Slc4a4",8.10759312460416e-06,-4.41916867365552,0.024,0.167,0.000174635171317761,"Slc4a4"
"1094","Adgrg5",0.00568635972796017,-4.43401579738272,0.004,0.042,0.0472851250768157,"Adgrg5"
"1095","Ankmy1",1.60943518795892e-05,-4.45432935590842,0.006,0.083,0.000329697862909571,"Ankmy1"
"1096","Rgcc",1.58776967603203e-05,-4.4596509151906,0.006,0.083,0.000326171983798613,"Rgcc"
"1097","Hs3st5",3.47649953204971e-06,-4.46740583630339,0.035,0.208,8.45851970862659e-05,"Hs3st5"
"1098","Hist2h3c1",3.03602033786946e-05,-4.46867959102007,0.015,0.125,0.000592125031807909,"Hist2h3c1"
"1099","Cxxc4",0.00561848941311348,-4.47666029969714,0.004,0.042,0.0469714694257266,"Cxxc4"
"1100","Mgll",4.79668425580071e-12,-4.48989210279656,0.069,0.417,2.17514038064127e-10,"Mgll"
"1101","Otulinl",7.96391221382227e-08,-4.49352224418362,0.017,0.167,2.2962090983436e-06,"Otulinl"
"1102","Hist1h4j",1.75655130903596e-09,-4.50136990296753,0.013,0.167,6.84260825091748e-08,"Hist1h4j"
"1103","Gm6034",0.0055513507875965,-4.51702870999101,0.004,0.042,0.046623070519453,"Gm6034"
"1104","Neto2",6.85820304647388e-13,-4.52163846006669,0.195,0.667,3.27205537529977e-11,"Neto2"
"1105","Ccdc152",5.76639758041937e-06,-4.52989317464947,0.006,0.083,0.000136007126184223,"Ccdc152"
"1106","Gm43549",3.99368836859024e-05,-4.53675343433811,0.007,0.083,0.000752838526830646,"Gm43549"
"1107","6430573P05Rik",0.00575496865509528,-4.54684539020709,0.004,0.042,0.0475962879114515,"6430573P05Rik"
"1108","Gm10638",2.47495037107904e-07,-4.55058421668159,0.01,0.125,6.85266504446026e-06,"Gm10638"
"1109","Pdzrn4",0.00548493698078626,-4.56032326853637,0.004,0.042,0.046288797707992,"Pdzrn4"
"1110","Trim80",0.00582432317006318,-4.56136551695295,0.004,0.042,0.0480072377444656,"Trim80"
"1111","Gm43254",3.84706962102255e-05,-4.56883086836481,0.007,0.083,0.00072895250632752,"Gm43254"
"1112","Coro2a",4.4250371145042e-05,-4.57236952830335,0.016,0.125,0.00082564991867698,"Coro2a"
"1113","Ddit4l",1.79883803316692e-10,-4.58289308403498,0.185,0.625,7.46390387302999e-09,"Ddit4l"
"1114","Daam2",0.00582432317006318,-4.58708643285477,0.004,0.042,0.0480072377444656,"Daam2"
"1115","Fat3",2.35012145042366e-06,-4.59209517084791,0.012,0.125,5.80476035149331e-05,"Fat3"
"1116","Msx2",8.42656417351726e-05,-4.59551838230994,0.008,0.083,0.00148524531226844,"Msx2"
"1117","Slc16a11",3.7055697864321e-05,-4.59953138076363,0.007,0.083,0.000708557188797271,"Slc16a11"
"1118","Gm16220",0.00568635972796017,-4.60022252964114,0.004,0.042,0.0472851250768157,"Gm16220"
"1119","Thsd7b",4.44781938178143e-07,-4.61060954951611,0.019,0.167,1.19536166027436e-05,"Thsd7b"
"1120","Fbxo34",2.98422347764481e-06,-4.61193996743298,0.182,0.5,7.2849868795106e-05,"Fbxo34"
"1121","Adap2",2.59830707826219e-10,-4.62279872108094,0.012,0.167,1.07203954296637e-08,"Adap2"
"1122","Lmx1b",0.00561848941311348,-4.62497090479023,0.004,0.042,0.0469714694257266,"Lmx1b"
"1123","Gm45518",0.00561848941311348,-4.62710694858365,0.004,0.042,0.0469714694257266,"Gm45518"
"1124","Spink4",0.00240880639995687,-4.6298506796674,0.003,0.042,0.0241656077672385,"Spink4"
"1125","Dner",3.40075766810206e-11,-4.63383140412673,0.017,0.208,1.50486095361604e-09,"Dner"
"1126","Snai1",7.66360807934839e-13,-4.63676171278261,0.022,0.25,3.64444375124077e-11,"Snai1"
"1127","Chsy3",3.76377337648457e-08,-4.64126895713819,0.009,0.125,1.11145138397922e-06,"Chsy3"
"1128","Gm14643",0.00234216304732486,-4.64278408660392,0.003,0.042,0.0238399320042857,"Gm14643"
"1129","Sult2a3",0.00240880639995687,-4.64302239550999,0.003,0.042,0.0241656077672385,"Sult2a3"
"1130","Arhgef6",0.00237527074820987,-4.64528145468522,0.003,0.042,0.0239935107924344,"Arhgef6"
"1131","Ctsk",9.08766641928502e-10,-4.65156993618657,0.007,0.125,3.63680464599092e-08,"Ctsk"
"1132","4921516A02Rik",0.00568635972796017,-4.65616847558506,0.004,0.042,0.0472851250768157,"4921516A02Rik"
"1133","Asb10",0.00568635972796017,-4.65701055405761,0.004,0.042,0.0472851250768157,"Asb10"
"1134","Gm40977",1.47507085990084e-16,-4.66487838215249,0.016,0.25,1.00490059930082e-14,"Gm40977"
"1135","Fthl17c",3.67703372233106e-27,-4.66594636274369,0.027,0.417,3.0952593638496e-25,"Fthl17c"
"1136","Amd2",7.76344525228442e-06,-4.66617428107412,0.013,0.125,0.00016796334211257,"Amd2"
"1137","Gm11033",0.000722208632613091,-4.67206219839751,0.003,0.042,0.00905666938517461,"Gm11033"
"1138","Lonrf3",5.10871950317424e-16,-4.67355974452312,0.017,0.25,3.44826795221166e-14,"Lonrf3"
"1139","Hist1h4i",3.48960690832818e-18,-4.67409825889641,0.138,0.708,2.43391773268014e-16,"Hist1h4i"
"1140","Gm4610",5.41909412160086e-08,-4.67742287810978,0.004,0.083,1.57175191285322e-06,"Gm4610"
"1141","AC192334.1",0.00548493698078626,-4.68358279394066,0.004,0.042,0.046288797707992,"AC192334.1"
"1142","Gm11657",0.00575496865509528,-4.68380433097705,0.004,0.042,0.0475962879114515,"Gm11657"
"1143","Gm15345",0.00237527074820987,-4.68891006833511,0.003,0.042,0.0239935107924344,"Gm15345"
"1144","Spock3",4.18514558604076e-11,-4.69186085601153,0.011,0.167,1.84083565761979e-09,"Spock3"
"1145","1700026F02Rik",0.00568635972796017,-4.69391364332669,0.004,0.042,0.0472851250768157,"1700026F02Rik"
"1146","Prss46",0.000734469248124166,-4.70769850875609,0.003,0.042,0.00916334844742306,"Prss46"
"1147","Gm15477",0.00240880639995687,-4.70859956576942,0.003,0.042,0.0241656077672385,"Gm15477"
"1148","Plagl1",2.26079527707641e-12,-4.71314575487713,0.01,0.167,1.04131661708611e-10,"Plagl1"
"1149","Sh3kbp1",8.72426039351116e-10,-4.71573210968729,0.099,0.458,3.50093813654132e-08,"Sh3kbp1"
"1150","Cyp4f18",0.00561848941311348,-4.71764040281496,0.004,0.042,0.0469714694257266,"Cyp4f18"
"1151","AC121792.1",0.000263098986695922,-4.72646512623436,0.009,0.083,0.0039483717808762,"AC121792.1"
"1152","Gfap",5.51553974686814e-06,-4.72691277681716,0.006,0.083,0.000130721861929414,"Gfap"
"1153","4930519A11Rik",0.00561848941311348,-4.73078398987406,0.004,0.042,0.0469714694257266,"4930519A11Rik"
"1154","Rasl10a",0.00244277492749712,-4.74574516230216,0.003,0.042,0.0244394292097339,"Rasl10a"
