"logFC","isDE","Transcript_Name"
"6.0065110000720203","Up","RP23-413O13.1"
"7.7880987048862202","Up","Gm7281"
"5.49800530989567","Up","Gm7102"
"3.2643978806382501","Up","RMER16"
"5.8131135120644197","Up","Csmd1"
"4.5322325563472603","Up","Gm12922"
"5.16004352951858","Up","RLTR9B2"
"3.4848469910703899","Up","RLTR13B1"
"6.1543714775762002","Up","Gm32693"
"4.9025190423473504","Up","Gm5114"
"3.1514612925929502","Up","L1MA6"
"7.2282621726732197","Up","Gm23020"
"5.3175600712996696","Up","Defb25"
"3.7662137968738598","Up","Charlie12"
"3.1442899871672498","Up","MLT1D"
"2.8731054292715101","Up","ORR1B1"
"6.24160168941581","Up","Olfr699"
"4.2419549058148398","Up","MER63C"
"2.9930753847194498","Up","MTEb"
"7.0599297843605502","Up","Gm26797"
"2.9172389243277301","Up","L1M5"
"4.2897533902787597","Up","RLTR9B"
"6.0103593195399903","Up","Gm11281"
"3.03735240611485","Up","Lonp2"
"3.9773458959715202","Up","LTR40a"
"3.2676401373209698","Up","L1MB4"
"3.15066116989773","Up","Arl15"
"7.3849649943937203","Up","Gm8104"
"4.0622476005042998","Up","BGLII_Mus"
"2.7985812282727198","Up","MTC"
"2.9199147182549399","Up","ORR1C2"
"7.0184197591755897","Up","Gm11604"
"2.6838376756746101","Up","Rn18s-rs5"
"5.7450737459305898","Up","1500026H17Rik"
"3.0653841889011599","Up","Trak2"
"7.0290281322344104","Up","Gm15850"
"2.6727368801173701","Up","B1_Mus1"
"4.06899237645254","Up","Cflar"
"5.1989038278279196","Up","Gm839"
"4.5406834595707499","Up","Gm12136"
"5.4898629529955203","Up","Rfpl4b"
"5.4401840509236603","Up","MER70A"
"3.15450576050271","Up","L1MDa"
"5.8733109556578897","Up","Gm5309"
"7.3338509638663503","Up","Gm29290"
"5.4286398024227598","Up","H3f3a-ps2"
"2.6951610593133499","Up","B1_Mm"
"3.07434576452368","Up","RLTR11A2"
"5.7511356223465002","Up","Tdpoz2"
"5.30559492936725","Up","Gm20768"
"4.8311151544901501","Up","Gm13142"
"6.5200269469510896","Up","Gm8041"
"6.2936947490466197","Up","Gm22277"
"3.7169228942946999","Up","MLTR18B_MM"
"3.1030547270084101","Up","MLT1C"
"3.0238975549726401","Up","MTE-int"
"2.8262794395934701","Up","L1VL2"
"3.07623196555183","Up","L1MEc"
"2.9300152746068702","Up","2810004N23Rik"
"3.3171983136540799","Up","Ddr2"
"2.935079873746","Up","Dbr1"
"5.8187643585187701","Up","Gm19434"
"2.9755677283736301","Up","RMER10A"
"2.9938951511010301","Up","MLT1A0"
"4.1848197896903399","Up","RLTR9A3B"
"3.9825311335020901","Up","Gm15455"
"3.00730031204741","Up","RMER17B"
"2.8214949442829398","Up","ORR1D2"
"5.4577938581144601","Up","Gm9141"
"5.9105799943974597","Up","Gm5335"
"5.5535342741397304","Up","Gm33973"
"4.9452907235857504","Up","Cyp7b1"
"6.6874475564341598","Up","Gm11239"
"2.9200074047814302","Up","L1MC4"
"3.7701714205452799","Up","RLTR19B"
"3.13895074115106","Up","RMER6B"
"3.2926614032758401","Up","L1MA4A"
"3.9962741728520998","Up","Gm5660"
"3.55937073792215","Up","RLTR31_Mur"
"3.36333784111121","Up","L1MC2"
"3.5760238111502698","Up","RMER6-int"
"5.8122634968463798","Up","Gm43025"
"2.6596858833103298","Up","Iars"
"3.6568294895270799","Up","RLTR20A2"
"3.07923513475752","Up","Ptprg"
"3.11231819357489","Up","RMER17A"
"3.0927475253297398","Up","MurERV4_19-int"
"4.8591379157091801","Up","MER57C2"
"3.3193759163125001","Up","L1ME3"
"3.43549270222079","Up","MLT1H"
"3.3449659999413499","Up","Tfcp2"
"3.7470184094935601","Up","Gm9245"
"3.40233238410022","Up","RLTR26"
"3.3219322502661699","Up","ORR1D-int"
"3.4518086563915098","Up","1700025G04Rik"
"5.6925211770965296","Up","Gm6555"
"4.9483647924494303","Up","Gm7961"
"4.5099559637768003","Up","LTR78"
"4.8731216012160203","Up","Gm15697"
"4.0332890586628203","Up","Zfp54"
"4.0282079390996","Up","MER103C"
"2.9512280046461101","Up","RLTRETN_Mm"
"3.3223644981608","Up","RMER17D2"
"5.5443762720940102","Up","Tigger12"
"3.62796586106569","Up","L1ME3F"
"3.0866641084592001","Up","RLTR28"
"6.2250970303666504","Up","Gm25291"
"4.8752795792505204","Up","Arthur1C"
"2.8893131450915699","Up","RCHARR1"
"3.6129364434159101","Up","RLTR13D2"
"2.7808087742190399","Up","MTE2b"
"2.94044351235824","Up","MLTR25A"
"3.0832186332006399","Up","Cycs"
"2.8231076654743101","Up","ORR1B2"
"2.90475951773176","Up","RLTR17B_Mm"
"2.8747191314294498","Up","L1MA4"
"3.22932229960132","Up","Satb2"
"2.73655852051927","Up","Map1b"
"5.6351644405871903","Up","Gm16094"
"3.6079940791023302","Up","MLT2B4"
"3.1991303346334301","Up","n-R5-8s1"
"4.3216569519838401","Up","Tigger6b"
"3.75786852207928","Up","RLTR44B"
"5.5275700619863404","Up","Gm12735"
"3.1194107295951898","Up","Diaph3"
"3.1128683962193802","Up","MYSERV-int"
"3.2225516566974801","Up","RLTR41"
"3.1393670590202598","Up","RLTR9D"
"3.7137060786368599","Up","RLTR30B_MM"
"2.9980659324537799","Up","Uimc1"
"5.2144342247635898","Up","Gm13222"
"6.3439629453212003","Up","Rd3"
"4.9414816607471002","Up","IAPEY5_LTR"
"3.9319659397079398","Up","AI427809"
"2.94166724784262","Up","L1M4b"
"2.9139697312878199","Up","Tigger7"
"4.8505951961033604","Up","B930095G15Rik"
"2.7880146488781699","Up","L2c"
"3.7903931397855302","Up","MER102c"
"3.2995872441640901","Up","L1M3e"
"3.3198434835593198","Up","4.5SRNA"
"4.9357795376747102","Up","Gm42713"
"6.7201900497637599","Up","Gm5067"
"5.8951186255685997","Up","Gm21903"
"3.0618563874552298","Up","RLTR20C1_MM"
"2.5195192042048502","Up","Fbxo15"
"2.6608101274920002","Up","L1M4"
"3.2323164890728999","Up","MLT1F1"
"4.8797359980525599","Up","Dlgap2"
"3.1483810539233001","Up","Neto2"
"3.98092207701389","Up","Gm43566"
"2.7792806712149898","Up","MTB_Mm"
"6.1432612394366597","Up","Gm37234"
"5.0006237216954004","Up","Gm11236"
"2.7861323248147598","Up","ORR1A3"
"2.8683126584966399","Up","Gm13145"
"5.6817009788955497","Up","Gm26137"
"2.43620955351679","Up","B1_Mus2"
"4.3265895124200604","Up","RLTR43C"
"3.65406727089491","Up","MER46C"
"3.9063739669630801","Up","MER44D"
"4.46006401178016","Up","Gm13024"
"3.0168292373299801","Up","RLTR33"
"5.6299287936987596","Up","Gm15304"
"2.92864563328191","Up","L1MA5"
"4.2400272296980299","Up","RLTR13A"
"4.3556248378635098","Up","Gm44168"
"2.6263204124380901","Up","URR1A"
"3.6648307885336702","Up","Traf1"
"5.0083359745819704","Up","MER67D"
"4.1126263000263803","Up","IAPEY5_I-int"
"2.8350281483323898","Up","Rimklb"
"6.00421949751569","Up","Gm14107"
"5.7115076579312296","Up","Gm37500"
"3.7839206892430601","Up","Frmpd1"
"2.9044085034396199","Up","RLTR21"
"3.8896125957512799","Up","RLTR9D2"
"4.7496792065953199","Up","Gm26040"
"4.5912535351671799","Up","AI838599"
"2.8148373681963301","Up","RMER13B"
"4.1558410361002602","Up","RLTR13A1"
"5.13731418424977","Up","X8_LINE"
"2.72236207276798","Up","RMER5"
"3.1989961221976899","Up","RMER21B"
"2.5792700240071902","Up","RMER6A"
"8.1745299531993396","Up","Gm4526"
"4.0011327489465804","Up","ERV3-16A3_I-int"
"5.3446824616746698","Up","Gm5099"
"4.74527124772536","Up","Trim67"
"4.9644350852909804","Up","Pramel5"
"3.5153454351486402","Up","HAL1b"
"3.7033645916356499","Up","MLT2B2"
"2.8294275270242601","Up","Igfbp3"
"5.0981665485551204","Up","Sfta2"
"3.57129359166183","Up","Pemt"
"5.6285956317701604","Up","Gm12845"
"4.67108457289602","Up","Gm5612"
"4.4581285525968299","Up","MER94"
"4.4952478819357999","Up","Ptprd"
"2.9983499091580601","Up","MER82"
"3.4725441749247201","Up","Phldb2"
"2.3917634713276201","Up","mt-Nd4"
"4.5140895722688397","Up","Mybpc1"
"5.0101546840662197","Up","Gm15744"
"3.9019238683599999","Up","Atrip"
"7.5316806779919396","Up","Gm15362"
"2.3938993675019802","Up","B4"
"3.8170176984778501","Up","ERVB5_2-LTR_MM"
"3.1121672239438798","Up","MURVY-LTR"
"2.7992885648349199","Up","HAL1"
"3.1576940292531002","Up","IAP-d-int"
"6.8798987734903996","Up","4932411N23Rik"
"3.32717503696517","Up","MLTR31F_MM"
"4.4452717974247697","Up","IAPLTR4_I"
"4.9591341272733098","Up","G430049J08Rik"
"5.9343192506473397","Up","Mrgprb1"
"4.1472110497393304","Up","Gm44052"
"5.4026911124743302","Up","tRNA-Val-GTG"
"3.38743362428901","Up","MLT1H2"
"3.8905541053235901","Up","L1MDb"
"2.8809035873322002","Up","HAL1-3A_ME"
"7.03597783973267","Up","Gm45011"
"2.3268273902512902","Up","B3A"
"2.61153805576539","Up","Clp1"
"2.9030358591079501","Up","Pign"
"6.47018308946482","Up","Prodh2"
"6.5294856554153196","Up","Esp4"
"5.53866423129781","Up","Defb13"
"2.8166622812440698","Up","MLT1E2"
"2.62065272589955","Up","RMER4B"
"2.6811830353902799","Up","L1MC"
"5.3274200836430996","Up","RP23-457I3.1"
"3.73723693882165","Up","RLTR10D2"
"6.3632095165156102","Up","Gm23551"
"3.2291161551140899","Up","Lonrf3"
"4.8525207675498399","Up","LTR79"
"6.3627036936035797","Up","Gdpd4"
"3.3893963683076902","Up","HAL1-2a_MD"
"7.4681124046580303","Up","Lilr4b"
"3.1426911398645299","Up","Pla2g16"
"5.3475112003181797","Up","Gm10552"
"2.8395630645684702","Up","Ube2t"
"4.0745553540094201","Up","MER52-int"
"2.7071859722188099","Up","RLTR45-int"
"5.9009777151876204","Up","Duoxa2"
"2.8016929059676801","Up","Spty2d1"
"2.6157387177937901","Up","Ate1"
"2.9488320851781999","Up","Rbmx"
"2.6593514498845101","Up","L3"
"2.6596453776272799","Up","Ppp1r15a"
"2.8031192171133199","Up","RLTR42-int"
"5.7987501544352202","Up","Gm15691"
"4.1823888519725596","Up","Arthur1B"
"2.6460813416685798","Up","MER5A"
"3.50477530538716","Up","RLTR31B_Mm"
"4.7961683724964796","Up","Mir8109"
"2.8178029728219798","Up","Zswim6"
"4.4562207049935898","Up","LTR33C"
"7.0263402954097502","Up","Gm11399"
"3.4493379481753501","Up","MER45B"
"3.3393600986357699","Up","RLTR8"
"3.3951248046716498","Up","RLTR9A3"
"2.6758609495197501","Up","Gtf2b"
"3.4508910818545901","Up","MLT-int"
"2.2300803665998901","Up","B3"
"8.0769284929662906","Up","Gm25208"
"3.5867626637204801","Up","Slc4a4"
"8.8748093468526008","Up","Gm7609"
"4.24700059158243","Up","6430573F11Rik"
"4.7939679793989702","Up","MamRep1527"
"3.4416802247940401","Up","MLTR31C_MM"
"6.4650450770209797","Up","Msmb"
"2.2093340178188798","Up","mt-Co1"
"4.9562400801292599","Up","Gm6317"
"2.8735590249150298","Up","RMER13A2"
"3.4885720370370499","Up","Slc25a14"
"3.4093906630487099","Up","MuLV-int"
"5.9756567369831899","Up","Gm6902"
"4.2076040485956296","Up","MLT1H-int"
"5.38643583206541","Up","Gm18304"
"6.1753906479518799","Up","Gm10145"
"4.7116802549232002","Up","Charlie21a"
"4.8588640953740203","Up","Gm5"
"2.4156718193656399","Up","RMER19B"
"2.8926362485075798","Up","RLTR17D_Mm"
"5.1051183435977201","Up","Slc9a9"
"3.22858674298719","Up","RLTR13D5"
"4.2267392462642697","Up","Zc3h6"
"2.3650720374971601","Up","Gm15564"
"3.2008716549194798","Up","RLTR26C_MM"
"2.9101918793613102","Up","ORR1D2-int"
"2.4098444165295301","Up","L2"
"4.9558447029904498","Up","Rbms3"
"2.5995628938036601","Up","Bud13"
"4.9483261491842496","Up","Gm43088"
"2.33779127593876","Up","MIR"
"2.2124779550959102","Up","RSINE1"
"8.3365339469314108","Up","8030442B05Rik"
"3.51141299741515","Up","Charlie7"
"3.81340839776938","Up","ERVB7_3-LTR_MM"
"3.4894159903216799","Up","MLT1J1"
"2.6951703204629398","Up","RMER17A2"
"2.7593254566173999","Up","MER5B"
"4.2563731454846501","Up","Mblac2"
"3.08308478572537","Up","MLTR18_MM"
"2.3876862604729201","Up","URR1B"
"4.3599283536921503","Up","L1M3d"
"6.8197334098197198","Up","Gm22662"
"2.2469512846019999","Up","B1F"
"2.1766052299437999","Up","ID_B1"
"2.1930681923033899","Up","B4A"
"3.7016112608181402","Up","Amd2"
"2.6346219467049599","Up","Bre"
"7.09031460027603","Up","A430060F13Rik"
"3.48038630090806","Up","Gramd3"
"2.1604231382844699","Up","mt-Rnr2"
"2.5369285594645801","Up","Tceb3"
"5.1506806751726399","Up","Gm12844"
"4.2096507134003804","Up","Sphk1"
"4.6040678016420102","Up","Itln1"
"2.85624973029039","Up","BGLII_B"
"8.0876216417174707","Up","Gm12723"
"4.1194581329927198","Up","MER21-int"
"3.3366694519258799","Up","Bicc1"
"3.6004814405604799","Up","C130013H08Rik"
"3.8029869537369398","Up","MLT1E1"
"2.95556066247438","Up","Tanc2"
"2.2783267950320498","Up","RMER15"
"2.5060699342551098","Up","RLTR11A"
"2.2597411884368399","Up","MIRb"
"4.6506514305242597","Up","HY1"
"3.4203283520558401","Up","MLT1H1"
"2.70954229743089","Up","L1MC5"
"4.5477170413418504","Up","RLTR46A2"
"2.84404001649406","Up","MER5A1"
"3.24748684818432","Up","MER31A"
"2.6514420041586502","Up","L1M4c"
"4.23800347431622","Up","Obox4-ps35"
"4.6891428615586399","Up","Gm17029"
"3.94235834817971","Up","Gm45120"
"4.9861722736306904","Up","Krtap4-13"
"6.3512350035381697","Up","Gm37619"
"7.0547946033684497","Up","Gm25171"
"2.3599518443434402","Up","L2b"
"3.5317964431170199","Up","Gm4782"
"6.1953225396860301","Up","Amd-ps4"
"2.4379017179431002","Up","Alms1"
"7.6797217445144002","Up","Gm26993"
"2.5096708615485501","Up","MurERV4-int"
"6.0736459556528697","Up","2210414B05Rik"
"3.62573091758258","Up","RLTR20A1"
"2.4877008420593101","Up","Nepro"
"2.8936681045361801","Up","MTEb-int"
"5.3819027153678496","Up","Gm5276"
"2.75709450426326","Up","L1MD1"
"4.5118682419813201","Up","Gm44855"
"5.7932162631147603","Up","MER95"
"2.4092717480453998","Up","L1MB8"
"8.5284515392112699","Up","Gm42809"
"4.5438589140143399","Up","MER92B"
"6.0832173101939597","Up","Gm6727"
"3.1123760616258198","Up","RLTR18"
"4.0348668307646998","Up","Glis1"
"4.50660425222953","Up","LTR86A2"
"2.6739861519781201","Up","L1MA9"
"5.6097743269479698","Up","Gm42508"
"3.2001219914533299","Up","RLTR10A"
"6.9994450537100503","Up","Gm13244"
"5.9217707976717699","Up","Gm38207"
"2.6910071759204701","Up","RLTR12D"
"3.1155089866330901","Up","RP23-414P13.3"
"3.6505334962462199","Up","ERVB5_1-LTR_MM"
"2.4269283034198499","Up","RMER12"
"3.31747768330938","Up","ERVB7_2-LTR_MM"
"2.3189876002562202","Up","ETnERV2-int"
"2.80690445711241","Up","RLTR48A"
"6.7821086429454001","Up","Gm10715"
"3.9475551530442599","Up","Brinp1"
"4.21101765957612","Up","Gm5989"
"2.61806432601142","Up","Cog5"
"5.3357581127058404","Up","4930571N24Rik"
"2.6226338264895701","Up","ORR1E-int"
"3.8331364484774699","Up","MER121"
"5.5000643414497201","Up","Gm7613"
"3.0290829642757302","Up","MTE2a-int"
"3.6427233473485798","Up","Tmc4"
"2.2430986693772801","Up","Ctr9"
"5.6550133202981296","Up","Gm5127"
"4.5586248047044799","Up","Gm4131"
"5.0143724125742404","Up","Obox2"
"2.9486366159563699","Up","Nudt12"
"7.2627808900746498","Up","Gm8202"
"2.9924761669211302","Up","MLT2F"
"3.6161796432186399","Up","RLTR44A"
"5.0426712994265497","Up","7420426K07Rik"
"2.73211887011407","Up","RLTR20C2_MM"
"3.67280552703996","Up","Hist1h1a"
"4.6427746303058601","Up","Gm12408"
"7.5964078494601104","Up","Gm44072"
"2.9992154406465499","Up","Charlie1b"
"2.6197949898302801","Up","Zkscan1"
"4.13372497416582","Up","Abcg3"
"2.4643189653808202","Up","Tigger1"
"2.6491164259608699","Up","MTEa-int"
"5.5061732427615597","Up","Gm37975"
"5.3914228285017796","Up","AW121686"
"2.7983889375615401","Up","RMER13A"
"3.5017125845907202","Up","LTRIS4A"
"2.5027328046536201","Up","MER21C"
"2.4164946457418601","Up","Katnbl1"
"3.5337095350034899","Up","RLTR10B"
"3.9706758378604299","Up","RLTR6C_Mm"
"2.9808068974036601","Up","LTR16A"
"2.0815995093086901","Up","SSU-rRNA_Hsa"
"2.0476358165611899","Up","Lars2"
"2.3796850580256699","Up","L1ME1"
"5.0123427653413399","Up","Gm16243"
"2.24891085357861","Up","RLTR13G"
"4.9106469429045898","Up","Rpl28-ps3"
"3.3387875023674201","Up","LTR48"
"3.3469286264662399","Up","RLTR1D2_MM"
"4.8448575628001596","Up","Chst7"
"5.4580682399159697","Up","C87499"
"2.08199567834721","Up","mt-Nd6"
"6.2436998844749896","Up","Gm45184"
"3.4647138661209098","Up","L1M"
"2.4518752321224202","Up","Sord"
"5.5982252189517201","Up","Abca17"
"3.6993587056243999","Up","Gm29257"
"6.35247450289779","Up","Efcab5"
"2.5078148943816401","Up","ERVB7_1-LTR_MM"
"6.79333711103064","Up","Obox5"
"4.1464226370553101","Up","Csf3r"
"3.8100330666511701","Up","RLTR48B"
"3.36189292435103","Up","CR1_Mam"
"3.02823668638101","Up","RLTR12C"
"3.1835660337819598","Up","Msra"
"4.7960563433008998","Up","Trim60"
"2.7727487420935","Up","RMER20A"
"5.5832879851736896","Up","Meox2"
"2.6177844211353198","Up","RLTR16"
"2.61837267966553","Up","RLTR49"
"2.26584816567251","Up","MER2"
"4.8251957320942704","Up","Gm9125"
"4.03384849273111","Up","MLT1M"
"2.60475122459603","Up","MLT1J"
"2.11682034215371","Up","Csnk2a1"
"6.3329546294579302","Up","Gm1527"
"2.1191092246469001","Up","ETnERV-int"
"2.8853446700469201","Up","Pramel6"
"3.8901338067146098","Up","MER70B"
"4.7524686638435201","Up","Gm15714"
"2.2060523854249801","Up","Zfp217"
"4.0952090015948199","Up","L1M3c"
"5.0265186823874002","Up","Gm20690"
"3.4660070737542599","Up","LTR67B"
"4.4203229094846002","Up","Col6a1"
"2.7681865720685201","Up","Hspa1b"
"3.0819501806849701","Up","MER77"
"5.1348643056514902","Up","Fam50b"
"3.7920400640624599","Up","MER67B"
"5.2775342264575702","Up","Gm42725"
"3.2961708560764298","Up","BGLII_A"
"4.7283151942763197","Up","Speer9-ps1"
"7.27171208415667","Up","4930598N05Rik"
"7.7570958592697501","Up","Gm14976"
"3.52068533196275","Up","B930036N10Rik"
"3.3354976687534901","Up","Gm38157"
"2.8992191876304099","Up","RLTR13B2"
"3.2757423559546002","Up","Hspa1a"
"3.0488376705919999","Up","7SLRNA"
"2.7224623111406401","Up","ORR1C1-int"
"2.3648798995181699","Up","RLTR4_MM-int"
"2.06224623457963","Up","L2a"
"2.1403123335651801","Up","MIRc"
"4.6460139199177499","Up","Acot6"
"2.2521406343602099","Up","L1MB3"
"7.1737116744021296","Up","Gm25774"
"3.1759090574704398","Up","LTR50"
"2.4524905279648399","Up","BGLII"
"2.03816232230557","Up","B1F2"
"3.41704549640157","Up","Gpr182"
"3.2782843319752599","Up","MER113"
"3.0103040484372499","Up","LTR16C"
"4.2264251578961503","Up","IAPA_MM-int"
"2.3197441934629501","Up","Whsc1"
"5.5218701911851502","Up","Gm13160"
"6.0386284110167603","Up","Gm11703"
"4.3553121872822604","Up","Ccpg1"
"3.3126825896978702","Up","LTR41"
"3.0937023223895999","Up","Rab26os"
"5.0048752474371101","Up","A330093E20Rik"
"2.4795422336653998","Up","Parp14"
"2.00155024277755","Up","B1F1"
"2.3896338452785","Up","RLTR23"
"2.06745147247109","Up","BC1_Mm"
"2.9944497858410202","Up","Endod1"
"5.38556002966825","Up","4930500F10Rik"
"3.2059696947115599","Up","RLTR10E"
"2.6771931128556199","Up","MLTR18D_MM"
"2.3720550982185","Up","Zmym6"
"4.7908993262950599","Up","Sprr2e"
"4.0530604327317397","Up","Gpr179"
"2.4847171102267098","Up","L1MEe"
"3.7733415004207198","Up","Gm15950"
"3.9013838703776398","Up","MER76"
"4.0820354949995501","Up","RLTR19A"
"4.1113953281821098","Up","Gm10720"
"3.3745256051972201","Up","LTR16B1"
"3.4998636852913001","Up","Helitron3Na_Mam"
"6.0411724029252003","Up","Gm29087"
"3.8409835322344401","Up","Rasef"
"2.7250266531654002","Up","Gm13034"
"7.2877574611915703","Up","Gm5852"
"6.4023280133456897","Up","Speer4a"
"2.24766151770398","Up","RMER4A"
"3.20704141172041","Up","RLTR13D4"
"2.35074714076557","Up","RMER17D"
"5.1959247899111896","Up","Hist1h3d"
"2.0975837340796901","Up","L1MB7"
"4.0823673210655","Up","Kif27"
"2.6274029657427298","Up","RLTR22_Mus"
"7.6716352024850503","Up","Gm12740"
"2.7685576779700201","Up","RLTR16C_MM"
"7.25992082075408","Up","Gm14370"
"4.5179303487047502","Up","Kanga1b"
"2.5020897327146598","Up","L1ME3A"
"4.0568756772952197","Up","Gm11564"
"2.3309098201419198","Up","Dnajb9"
"4.6761743626264201","Up","Rasl2-9"
"3.9497365218137599","Up","Vcam1"
"4.0307348179461897","Up","LTR16E1"
"5.8694189213411301","Up","Olfr374"
"4.3927524273546998","Up","LTRIS5"
"2.2758191755401498","Up","Etv3"
"2.3900232701842699","Up","Osbpl7"
"6.15287352064591","Up","1700112E06Rik"
"4.9296410702449904","Up","Gm16128"
"6.8931040371201497","Up","Gm12371"
"2.6521244971122799","Up","IAP1-MM_I-int"
"5.0215120348307396","Up","Obox4-ps13"
"3.6058431383445599","Up","MLT1J-int"
"2.0897109573678199","Up","RLTR17"
"3.13868580780222","Up","BLACKJACK"
"8.1915070962590004","Up","Gm44415"
"3.9210199101497398","Up","Obox6"
"3.1994766083855799","Up","MER119"
"3.4778859604513701","Up","E330034L11Rik"
"4.0072307417694599","Up","Tmprss9"
"2.2153672250101701","Up","Charlie1a"
"2.2179073779091198","Up","L1MC3"
"2.36621271299828","Up","Gtpbp8"
"5.2471973166228798","Up","Ifnk"
"2.39234258414796","Up","RLTR13E"
"3.8830943404677001","Up","Gm7719"
"2.3507862277365499","Up","ORR1C2-int"
"2.3156109845391502","Up","L1MD2"
"3.6518855824718601","Up","Gm44050"
"4.5896073314973496","Up","Gm12088"
"4.5405722948238498","Up","Rpl31-ps7"
"2.72133453823945","Up","MLT1E3"
"2.1805455928897799","Up","L1MC4a"
"3.79774502888599","Up","Lhfpl2"
"2.2859568290940402","Up","MER21B"
"4.29162041889112","Up","Tigger12A"
"3.15359027008915","Up","Gm13135"
"3.0826195609921001","Up","MLT2C2"
"-1.9209839427617601","Down","Hspg2"
"5.85634494954129","Up","Gm21083"
"2.3344852833345699","Up","Btbd1"
"2.8185411982652799","Up","Mbnl3"
"4.3457936563092998","Up","MER65D"
"4.7606000581952896","Up","I0C0044D17Rik"
"2.37955177486573","Up","MER33"
"4.9587874852708103","Up","RP24-96C7.3"
"2.4483880254528998","Up","Ciart"
"6.1930282027805399","Up","Gm19459"
"4.2120096356474201","Up","Gm12630"
"4.1658127072939104","Up","Svopl"
"2.98322846456729","Up","MER53"
"3.1489086929147301","Up","MER67C"
"2.3314523532601101","Up","Tigger5"
"3.1821802487134301","Up","Hist1h3c"
"3.97346698183076","Up","Dpf3"
"2.41614902004806","Up","Tex9"
"6.8596484726960396","Up","Calhm1"
"4.1906494032398696","Up","Gm8384"
"2.0500636145786402","Up","Fam98b"
"2.4654155823055","Up","ERVB2_1A-I_MM-int"
"7.3843484526796699","Up","Gm10247"
"8.0244215073382303","Up","1700030L20Rik"
"2.31563492923009","Up","Rnpc3"
"3.8425395176834898","Up","C530005A16Rik"
"2.4041264663754802","Up","MER44B"
"4.1884433956712899","Up","ERVB4_1-LTR_MM"
"2.03943003341633","Up","Fto"
"3.41333074106916","Up","RLTR47"
"4.7525582440602996","Up","Gm44001"
"2.5493749294685601","Up","Magel2"
"6.4680853438322599","Up","Gm6558"
"3.1011605824932502","Up","Cebpa"
"3.5295454704947402","Up","Osbpl6"
"2.0755871386745901","Up","L1MB5"
"-1.9285823113164","Down","Fat1"
"2.1596619736026699","Up","MTB-int"
"5.8599751971153404","Up","Obox3-ps4"
"2.4945864976812802","Up","Dact1"
"8.1360600698655006","Up","Sel1l2"
"4.2599519522662002","Up","Gm37945"
"3.7188367001645801","Up","Gm10031"
"3.67959943855268","Up","Capn6"
"2.2254276557672599","Up","Cenpq"
"-1.8672540554758901","Down","Sox2"
"2.53911160406546","Up","Mroh2a"
"2.0614847803201499","Up","MER20"
"2.3742836366276898","Up","BGLII_C"
"5.7863073961914102","Up","Gm45083"
"4.1705649503870896","Up","Gm9573"
"4.0092856733790798","Up","Cracr2a"
"3.5645388072792499","Up","MER57E1"
"4.0677181015830897","Up","Gm2420"
"2.5787415208693099","Up","ERVL-E-int"
"2.98882608215676","Up","MLT1G"
"2.17298852404967","Up","MER3"
"4.8007168248510199","Up","Gm18859"
"5.1675340722421002","Up","Gm12591"
"6.7724845245771998","Up","Gm28610"
"5.3438665947492696","Up","Gm29183"
"6.2357440767576797","Up","Gm5591"
"5.2257487779993701","Up","4930578G10Rik"
"3.2282078315184601","Up","Charlie10"
"3.0572950484685899","Up","L1MA10"
"2.0944770941007","Up","Papd4"
"2.43518124863858","Up","Stk31"
"3.9607758104908499","Up","43525"
"4.3374612688045202","Up","Olfr329-ps"
"6.3276863479703103","Up","Gm12137"
"5.4728240686549601","Up","Gm14895"
"4.4212266297846101","Up","Thsd7b"
"2.7764680942761299","Up","MER20B"
"2.12733485724941","Up","Arl13b"
"2.0538364041770998","Up","Gm14124"
"2.06968324786035","Up","Znhit3"
"3.2068782547135699","Up","Hist1h3e"
"2.4098634407743398","Up","Ryr3"
"8.1180133018124998","Up","4930578I07Rik"
"4.8728573628334599","Up","Phox2b"
"-1.8998945111623899","Down","Ahnak"
"2.2543250766675098","Up","Mad2l1bp"
"5.70732740352957","Up","Obox4-ps37"
"3.2720750547506801","Up","Gm17767"
"3.42936945479949","Up","Kctd8"
"2.09011783326316","Up","L1MEf"
"3.58393791893252","Up","4932412D23Rik"
"3.50447279105278","Up","MER105"
"5.1609782067841099","Up","Gm10139"
"5.29876778630479","Up","RLTR46B"
"3.2803688924990402","Up","Gm42798"
"2.9195308847504999","Up","LTR40c"
"8.9414050222615806","Up","Cypt2"
"2.8395945100501798","Up","Pramel1"
"-1.9019751581667901","Down","Slc7a3"
"2.9089110270651499","Up","2810001G20Rik"
"5.3295648563310003","Up","Gm16519"
"2.5723197719997302","Up","Charlie8"
"-1.9371963924183899","Down","Slc7a1"
"5.0840190793193898","Up","Gm42808"
"2.6243179949609399","Up","MER47B"
"2.3754157938859399","Up","Pcgf5"
"5.7895491191500996","Up","Obox3-ps5"
"3.2034064923085999","Up","RLTR50B"
"5.5934148583192904","Up","Ifng"
"5.6947856688081799","Up","Gm45136"
"-1.9015061928930801","Down","Zdbf2"
"9.88275886934718","Up","Gm44054"
"4.92564851552123","Up","Gm28874"
"2.3050756499440799","Up","B3gntl1"
"2.9479852403927298","Up","L1MCb"
"3.54492283223105","Up","Charlie25"
"5.2152428781983904","Up","Gm20404"
"5.9459365574481904","Up","Obox3-ps3"
"2.3536903620422001","Up","H2-K1"
"2.88918607305449","Up","MER34"
"7.2077781318241296","Up","Gm28376"
